Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
6/6/05,2005-48606-03230,2005-04619,"Operation Militray Kids-Ready, Set, Go!",WASHINGTON,WASHINGTON STATE UNIVERSITY,925926,F4HN-Admin. Discretionary & Reim.-Research,Research Program Unit
7/28/05,2004-49200-03123,2005-04771,Western Center for Risk Management Education,WASHINGTON,WASHINGTON STATE UNIVERSITY,1200000,ARPA-Risk Management Educ. Partnerships,Agriculture Risk Protection Act
3/27/06,2006-35205-16728,2005-04962,Stress Response Genetics in Clonal Rainbow Trout,WASHINGTON,WASHINGTON STATE UNIVERSITY,340989,Animal Genome,National Research Initiative Competitive Grants Program
12/29/05,2006-35112-16672,2005-05105,Measuring and Modeling Gaseous Losses of Nitrogen from Irrigated Crops in Central Washington,WASHINGTON,WASHINGTON STATE UNIVERSITY,459714,Air Quality1,National Research Initiative Competitive Grants Program
8/3/05,2002-35204-16347,2005-05120,Strategies of Lentivirus Persistence,WASHINGTON,WASHINGTON STATE UNIVERSITY,73466,Animal Protection & Biosecurity,National Research Initiative Competitive Grants Program
9/7/05,2005-37610-16497,2005-05175,"Field Testing Novel, Non-Invasive In Vivo Diagnostic Technology for Transmissible Spongiform Encephalopathy",WASHINGTON,WASHINGTON STATE UNIVERSITY,75000,Critical Issues,Other Programs
9/22/05,2003-48605-01815,2005-05230,Trade Adjustment Assistance for Farmers & Fisherman for the Western Region,WASHINGTON,WASHINGTON STATE UNIVERSITY,871851,ECS-Admin. Discretionary & Reim -Extension,Extension Program Unit
9/15/05,2005-34327-16504,2005-06003,Jointed Goatgrass:  A Threat to U. S. Wheat Production,WASHINGTON,WASHINGTON STATE UNIVERSITY,331504,"Aegilops Cylindrica (Jointed Goatgrass), WA",Special Research Grants Program
8/31/05,2005-34468-16419,2005-06018,"Aquaculture, Idaho and Washington",WASHINGTON,WASHINGTON STATE UNIVERSITY,713010,"Aquaculture, ID and WA",Special Research Grants Program
4/18/05,2005-34451-15575,2005-06025,Improving the International Competitiveness of Washington/Oregon and Michigan Asparagus Industries,WASHINGTON,WASHINGTON STATE UNIVERSITY,231497,"Asparagus Production Technologies, WA",Special Research Grants Program
7/28/05,2005-34270-16161,2005-06041,Enhancing Competitiveness of Agricultural Products,WASHINGTON,WASHINGTON STATE UNIVERSITY,348360,"Competitiveness of Agriculture Products, WA",Special Research Grants Program
6/7/05,2005-34477-15676,2005-06078,International Cooperation for Agricultural Research in Central Asia and the Caucasus,WASHINGTON,WASHINGTON STATE UNIVERSITY,371321,"Food Security, WA",Special Research Grants Program
8/10/05,2005-34321-16398,2005-06091,"Grass Seed Cropping Systems for a Sustainable Agriculture, ID, OR, & WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,420398,"Grass Seed Crop Systems for Sustainable Ag., ID, OR, WA",Special Research Grants Program
6/10/05,2005-34513-15706,2005-06132,Organic Cropping Research for the Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,335208,"Organic Cropping, OR",Special Research Grants Program
9/21/05,2005-34514-16534,2005-06138,Life and Death in Plants: Studies on Perennial Wheat as a Sustainable Alternative Cropping System,WASHINGTON,WASHINGTON STATE UNIVERSITY,131490,"Perrenial Wheat, WA",Special Research Grants Program
8/25/05,2005-34559-16387,2005-06190,"Wine Grape Foundation Block, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,300947,"Wine Grape Foundation Block, WA",Special Research Grants Program
7/7/05,2005-38825-03270,2005-06226,PM10 Particulate Emission Prediction and Control from Agricultural Lands in the Pacific Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,362120,"PM-10 Study, WA",Federal Administration (Direct Appropriation)
8/18/05,2005-45043-03321,2005-06245,Diabetes Detection and Prevention Project,WASHINGTON,WASHINGTON STATE UNIVERSITY,100000,"Diabetes Detection, Prevention, WA, PA",Federal Administration (Extension Activities)
9/8/05,2005-34261-16444,2005-06291,STEEP:  Water Quality in the Pacific Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,597262,STEEP IV-Water Quality in Northwest,Special Research Grants Program
5/9/06,2006-34141-16880,2006-00799,Potato Variety Development and Improvement in the Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,500759,Potato Research,Special Research Grants Program
3/16/06,2003-41520-01576,2006-01020,Cultivating Community Strengths Together,WASHINGTON,WASHINGTON STATE UNIVERSITY,134000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
6/6/06,2006-51200-03501,2006-01046,Cultivating Success With Washington's Immigrant Farmers:  Access and Opportunity for Latino and Hmong Producers,WASHINGTON,WASHINGTON STATE UNIVERSITY,278140,Outreach for Disadvantaged Farmers & Ranchers (OASDFR),"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
6/21/06,2006-35301-17043,2006-01154,mRNA Targeting to the Cortical Region in Plants:   The Role of the RNA Binding Protein SN-Tudor (Rp120),WASHINGTON,WASHINGTON STATE UNIVERSITY,359000,Genetic Processes and Mechanisms of Agricultural Plants,National Research Initiative Competitive Grants Program
4/6/06,2006-41580-03429,2006-01216,Extension Program-Colville Reservation,WASHINGTON,WASHINGTON STATE UNIVERSITY,84000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
7/17/06,2006-35201-17305,2006-01284,Investigation of the Campylobacter Jejuni CadF Protein as an Agent for Reducing Campylobacter Carriage in Chickens,WASHINGTON,WASHINGTON STATE UNIVERSITY,399714,Food Safety,National Research Initiative Competitive Grants Program
6/14/06,2006-51106-03525,2006-02057,Developing Wheat Varieties for Organic Agricultural Systems,WASHINGTON,WASHINGTON STATE UNIVERSITY,690557,Integrated Organic Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
11/22/06,2007-35504-17818,2006-02301,Development of Cost Effective and Performance Enhanced Soy Protein Based Plastics Through a Ternary Polymer Blend System,WASHINGTON,WASHINGTON STATE UNIVERSITY,421326,Biobased Products & Bioenergy Production Research,National Research Initiative Competitive Grants Program
11/1/06,2007-35318-17797,2006-03263,Biochemistry of Oilseeds: New Strategies for Improving Oils,WASHINGTON,WASHINGTON STATE UNIVERSITY,396438,Agricultural Plant Biochemistry,National Research Initiative Competitive Grants Program
7/27/06,2006-35318-17452,2006-03339,The Crystal Structures and Optimal Biotechnological Potential of Hub Enzymes in Phenylpropanoid Metabolism,WASHINGTON,WASHINGTON STATE UNIVERSITY,300000,Agricultural Plant Biochemistry,National Research Initiative Competitive Grants Program
12/7/06,2007-35206-17841,2006-04384,Adrenergic Regulation of Adipose Tissue Lipolysis in Transition Dairy Cattle,WASHINGTON,WASHINGTON STATE UNIVERSITY,201988,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
6/20/06,2005-37620-15830,2006-04444,NAHLN: WA,WASHINGTON,WASHINGTON STATE UNIVERSITY,310000,Homeland Security,Emergency Supplemental
7/20/06,2004-49200-03123,2006-04525,Western Center for Risk Management Education,WASHINGTON,WASHINGTON STATE UNIVERSITY,1200000,ARPA-Risk Management Educ. Partnerships,Agriculture Risk Protection Act
7/11/06,2006-37610-17535,2006-04538,Epidemiology & Management of Thrips-Borne Iris Yellow Spot Virus in Onion Seed & Bulb Crops: A Rapidly Energing & Economically Important Vir,WASHINGTON,WASHINGTON STATE UNIVERSITY,44219,Critical Issues,Other Programs
3/9/07,2007-55215-17909,2006-04637,Comparison of Environmental Changes in the School Environmental to Individual Interventions as Methods for Reducing Obesity Rates in Early..,WASHINGTON,WASHINGTON STATE UNIVERSITY,1228093,Human Nutrition and Obesity,National Research Initiative Competitive Grants Program
1/10/07,2007-35205-17878,2006-04814,Integration of the Genetic and Physical Maps of Rainbow Trout and Alantic Salmon,WASHINGTON,WASHINGTON STATE UNIVERSITY,450000,Animal Genome,National Research Initiative Competitive Grants Program
8/21/06,2006-38840-03679,2006-04853,2007 Diversity Conference and Workshop,WASHINGTON,WASHINGTON STATE UNIVERSITY,9000,"Partners-Admin. Discretionary, Reim -Research",Research Program Unit
9/21/06,2005-48606-03230,2006-04875,"Operation Military Kids - Ready, Set, Go!",WASHINGTON,WASHINGTON STATE UNIVERSITY,519306,F4HN-Admin. Discretionary & Reim.-Research,Research Program Unit
9/26/06,2006-37610-17715,2006-04947,"The Grand Fir Twig Borer, Argyresthia sp., a New Pest of Christmas Trees in the Pacific Northwest",WASHINGTON,WASHINGTON STATE UNIVERSITY,30000,Critical Issues,Other Programs
8/7/06,2006-34327-17555,2006-06003,"Aegilops Cylindrica (Jointed Goatgrass), WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,328098,"Aegilops Cylindrica (Jointed Goatgrass), WA",Special Research Grants Program
9/11/06,2006-34468-17586,2006-06024,"Aquaculture, Idaho and Washington",WASHINGTON,WASHINGTON STATE UNIVERSITY,706104,"Aquaculture, ID and WA",Special Research Grants Program
6/1/06,2006-34451-16882,2006-06031,"Asparagus Technology and Production, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,229207,"Asparagus Production Technologies, WA",Special Research Grants Program
8/24/06,2006-34270-17516,2006-06053,Enhancing Competitiveness of Agricultural Products,WASHINGTON,WASHINGTON STATE UNIVERSITY,362094,"Competitiveness of Agriculture Products, WA",Special Research Grants Program
9/13/06,2006-34477-17699,2006-06093,International Cooperation for Agricultural Research in Central Asia & the Caucasus,WASHINGTON,WASHINGTON STATE UNIVERSITY,367840,"Food Security, WA",Special Research Grants Program
7/14/06,2006-34321-17208,2006-06110,Grass Seed Cropping Systems for a Sustainable Agriculture,WASHINGTON,WASHINGTON STATE UNIVERSITY,415899,"Grass Seed Crop Systems for Sustainable Ag., ID, OR, WA",Special Research Grants Program
6/8/06,2006-34513-16910,2006-06163,Organic Cropping Research for the Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,331795,"Organic Cropping, OR",Special Research Grants Program
8/10/06,2006-34514-17473,2006-06169,Life and Death in Plants:  Studies on Perennial Wheat as a Sustainable Alternative Cropping System,WASHINGTON,WASHINGTON STATE UNIVERSITY,130315,"Perrenial Wheat, WA",Special Research Grants Program
8/29/06,2006-34261-17603,2006-06198,"STEEP, Water Quality in the Pacific Northwest",WASHINGTON,WASHINGTON STATE UNIVERSITY,591501,STEEP IV-Water Quality in Northwest,Special Research Grants Program
8/14/06,2006-34559-17500,2006-06221,"Wine Grape Foundation Block, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,297599,"Wine Grape Foundation Block, WA",Special Research Grants Program
8/15/06,2006-38825-03633,2006-06260,PM10 Particulate Emission Prediction and Control from Agricultural Lands in the Pacific Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,358610,"PM-10 Study, WA",Federal Administration (Direct Appropriation)
9/14/06,2005-45043-03321,2006-06280,Diabetes Detection and Prevention Project,WASHINGTON,WASHINGTON STATE UNIVERSITY,100000,"Diabetes Detection, Prevention, WA, PA",Federal Administration (Extension Activities)
4/9/07,2003-41520-01576,2007-01186,Cultivating Community Strengths Together,WASHINGTON,WASHINGTON STATE UNIVERSITY,134000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
9/5/07,2007-51106-03918,2007-01391,Flea Beetle Control Treatment Demonstration in Western Washington State,WASHINGTON,WASHINGTON STATE UNIVERSITY,74394,Integrated Organic Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
7/6/07,2007-35301-18205,2007-01644,Genetic and Molecular analysis of the Stem Rust Resistant Gene Rpg1  Mechanisms of the Resistance and Signaling Pathways,WASHINGTON,WASHINGTON STATE UNIVERSITY,360000,Plant Biology (A):  Gene Expression and Genetic Diversity,National Research Initiative Competitive Grants Program
7/9/07,2007-35204-18308,2007-01836,Flavobacterium 2007 Conference Grant,WASHINGTON,WASHINGTON STATE UNIVERSITY,10000,Animal Protection & Biosecurity (A): Animal Disease,National Research Initiative Competitive Grants Program
4/18/07,2006-41580-03429,2007-02837,Extension Program- Colville Reservation,WASHINGTON,WASHINGTON STATE UNIVERSITY,88709,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
7/13/07,2007-35107-18279,2007-03159,Soil Ecosystem Changes in C and N Budgets Induced by a Shift to Biofuels Production,WASHINGTON,WASHINGTON STATE UNIVERSITY,394622,Soil Processes,National Research Initiative Competitive Grants Program
7/11/07,2007-34381-18200,2007-03198,Innovative Fly Management Strategies on Pastured and Rangeland Beef Cattle in the Western Region,WASHINGTON,WASHINGTON STATE UNIVERSITY,187999,Pest Management Alternatives,Special Research Grants Program
8/1/07,2007-35318-18438,2007-03559,Biosynthesis and hydrolysis of FMN and FAD in plants,WASHINGTON,WASHINGTON STATE UNIVERSITY,399850,Plant Biology (C): Biochemistry,National Research Initiative Competitive Grants Program
7/31/07,2007-34103-18314,2007-03622,Developing a Monitoring Program for Thrips-Iris yellow spot virus Complex: Adding a Novel Management Component to the IPM Program in Bulb an,WASHINGTON,WASHINGTON STATE UNIVERSITY,143686,Integrated Pest Management - West Region,Regional Integrated Pest Management
8/22/07,2007-51130-03893,2007-03846,Water Requirements and Economics for Growing Perennial Warm-Season Grasses for Ethanol under Irrigation in the Arid-West,WASHINGTON,WASHINGTON STATE UNIVERSITY,395000,National Water Resource Proposals,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
8/16/07,2007-49200-03892,2007-04102,Western Center for Risk Management Education,WASHINGTON,WASHINGTON STATE UNIVERSITY,1200000,ARPA-Risk Management Educ. Partnerships,Agriculture Risk Protection Act
2/27/08,2008-55112-18840,2007-04441,"An integrated, multifunction ammonia removal and nutrient recovery system for mitigating air and water quality impacts of animal operations",WASHINGTON,WASHINGTON STATE UNIVERSITY,544853,Air Quality1,National Research Initiative Competitive Grants Program
11/20/07,2008-35400-18687,2007-04482,Response to Nutrition Informational Provision on Grocery Store Shelves: An Experimental Approach in the Field,WASHINGTON,WASHINGTON STATE UNIVERSITY,315628,Agribusiness Markets and Trade,National Research Initiative Competitive Grants Program
8/21/07,2005-37620-15830,2007-04775,Washington Animal Disease Diagnostic Laboratory Participation in the National Animal Health Laboratory Network,WASHINGTON,WASHINGTON STATE UNIVERSITY,310000,Homeland Security,Emergency Supplemental
9/20/07,2005-48606-03230,2007-04817,"Operation Military Kids: Ready, Set, Go Project",WASHINGTON,WASHINGTON STATE UNIVERSITY,690871,F4HN-Admin. Discretionary & Reim.-Research,Research Program Unit
8/22/07,2007-38831-18583,2007-04859,National Vegetable Crop Initiative Workshop,WASHINGTON,WASHINGTON STATE UNIVERSITY,7500,"PAS, Plant and Animal Systems",Research Program Unit
10/23/07,2005-35212-18652,2007-04877,Dissemination of Cephalosporin Resistance Genes,WASHINGTON,WASHINGTON STATE UNIVERSITY,424872,Epidemiological Approaches for Food Safety,National Research Initiative Competitive Grants Program
9/18/07,2004-51110-03959,2007-04976,Reducing the Use of Antibiotics and the Incidence of Antibiotic Resistance on Calf Ranches,WASHINGTON,WASHINGTON STATE UNIVERSITY,245204,Control of Listeria Monocytogens in Ready-to- meats,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
8/13/08,2008-35100-04566,2008-01034,Improving Cold Tolerance by Manipulating Calcium/calmodulin-regulated Receptor-like Kinases in Rice,WASHINGTON,WASHINGTON STATE UNIVERSITY,350000,Plant Biology (B):  Environmental Stress,National Research Initiative Competitive Grants Program
3/25/08,2006-41580-03429,2008-01175,Extension Program-Colville Reservation,WASHINGTON,WASHINGTON STATE UNIVERSITY,88088,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
8/7/08,2008-51300-04460,2008-01247,Designing production strategies for stewardship and profits on fresh market organic farms,WASHINGTON,WASHINGTON STATE UNIVERSITY,644232,Integrated Organic Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
7/10/08,2008-35504-04431,2008-01477,Investigation of Starch-Based Epoxy Curing Agent and Impregnating Crosslinker for Wood Composite Industry,WASHINGTON,WASHINGTON STATE UNIVERSITY,496035,Biobased Products & Bioenergy Production Research,National Research Initiative Competitive Grants Program
7/15/08,2007-51110-04437,2008-01575,Reducing the environmental load of food and waterborne pathogens on CAFOS,WASHINGTON,WASHINGTON STATE UNIVERSITY,599997,National Integrated Food Safety Initiative,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
7/17/08,2008-51160-04427,2008-01698,Enhancing Bioenergy Education and Business Development Capabilities via Access to International Resources and Technologies,WASHINGTON,WASHINGTON STATE UNIVERSITY,98413,International Science & Education/Comp. Pro.,International Programs
7/31/08,2008-35300-04435,2008-02262,Functional gene markers for Rosaceae tree fruit texture,WASHINGTON,WASHINGTON STATE UNIVERSITY,398886,Plant Genome,National Research Initiative Competitive Grants Program
8/1/08,2008-35300-04676,2008-02268,An Apple Genome Sequencing Initiative,WASHINGTON,WASHINGTON STATE UNIVERSITY,149652,Plant Genome,National Research Initiative Competitive Grants Program
7/24/08,2008-35302-04613,2008-02402,Scared sick? Predator-pathogen complementarity and biological control,WASHINGTON,WASHINGTON STATE UNIVERSITY,449800,Arthropod and Nematode Biology and Management (A):  Organismal and Population Biology,National Research Initiative Competitive Grants Program
8/13/08,2008-35318-04665,2008-02905,Coregulation of the light and dark reactions of photosynthesis,WASHINGTON,WASHINGTON STATE UNIVERSITY,248708,Plant Biology (C): Biochemistry,National Research Initiative Competitive Grants Program
6/19/08,2008-34103-19091,2008-03023,Non-chemical Postharvest Insect Control in Lentils Using Radio Frequency Energy,WASHINGTON,WASHINGTON STATE UNIVERSITY,160889,Integrated Pest Management - West Region,Regional Integrated Pest Management
5/29/08,2008-34618-18981,2008-03177,"Organic Cropping, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,246313,"Organic Cropping, OR",Special Research Grants Program
8/6/08,2008-34141-19347,2008-03199,Potato Variety Development and Improvement in the Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,370093,Potato Research,Special Research Grants Program
7/30/08,2008-34514-19389,2008-03294,Life and Death in Plants: Studies on Perennial Wheat as a Sustainable Alternative Cropping System,WASHINGTON,WASHINGTON STATE UNIVERSITY,97229,"Perrenial Wheat, WA",Special Research Grants Program
6/17/08,2008-38825-19050,2008-03329,PM10 Particulate Emission Prediction and Control from Agricultural Lands in the Pacific Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,266751,"PM-10 Study, WA",Federal Administration (Direct Appropriation)
6/12/08,2008-35300-19022,2008-03353,Candidate genes for fruit softening in Prunus,WASHINGTON,WASHINGTON STATE UNIVERSITY,98632,Plant Genome,National Research Initiative Competitive Grants Program
7/17/08,2008-34559-19281,2008-03366,"Wine Grape Foundation Block, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,221311,"Wine Grape Foundation Block, WA",Special Research Grants Program
6/13/08,2008-34261-19108,2008-03424,"STEEP, Water Quality in the Pacific Northwest",WASHINGTON,WASHINGTON STATE UNIVERSITY,440771,STEEP IV-Water Quality in Northwest,Special Research Grants Program
6/11/08,2008-45043-04338,2008-03428,"Diabetes Detection, Prevention, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,77406,"Diabetes Detection, Prevention, WA, PA",Federal Administration (Extension Activities)
7/24/08,2008-34451-19269,2008-03466,"Asparagus Technology and Production, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,171308,"Asparagus Production Technologies, WA",Special Research Grants Program
7/25/08,2008-34270-19406,2008-03516,Enhancing Competitiveness of Agricultural Products,WASHINGTON,WASHINGTON STATE UNIVERSITY,269285,"Competitiveness of Agriculture Products, WA",Special Research Grants Program
8/12/08,2008-34321-19429,2008-03521,"Grass Seed Crop Systems for Sustainable Ag., ID, OR, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,310207,"Grass Seed Crop Systems for Sustainable Ag., ID, OR, WA",Special Research Grants Program
7/3/08,2008-34477-09142,2008-03525,"Food Security, WA",WASHINGTON,WASHINGTON STATE UNIVERSITY,274093,"Food Security, WA",Special Research Grants Program
8/27/08,2008-38420-04761,2008-03694,Integrated Education and Research for Sustainable Development: Linking Engineering Science and Economics,WASHINGTON,WASHINGTON STATE UNIVERSITY,257583,National Needs Graduate Fellowships Program,National Needs Graduate Fellowship Grant Program
9/24/08,2007-49200-03892,2008-03804,Western Center for Risk Management Education,WASHINGTON,WASHINGTON STATE UNIVERSITY,1200000,ARPA-Risk Management Educ. Partnerships,Agriculture Risk Protection Act
2/19/09,2009-35112-05280,2008-03918,Incorporation of the Wind Erosion Predictions System (WEPS) within a Comprehensive Regional Air Quality Model,WASHINGTON,WASHINGTON STATE UNIVERSITY,354788,Air Quality1,National Research Initiative Competitive Grants Program
11/24/08,2009-35205-05067,2008-04041,Characterization of the male-specific region of the rainbow trout Y chromosome,WASHINGTON,WASHINGTON STATE UNIVERSITY,449597,Animal Genome,National Research Initiative Competitive Grants Program
8/5/08,2008-34468-19306,2008-04114,Aquaculture ID and WA,WASHINGTON,WASHINGTON STATE UNIVERSITY,525036,"Aquaculture, ID and WA",Special Research Grants Program
1/26/09,2009-55618-05172,2008-04139,Engines of the New Farm Economy: Assessing and Enhancing the Benefits of Farmers Markets for Small and Mid-Sized Farms and Communities,WASHINGTON,WASHINGTON STATE UNIVERSITY,499940,Agricultural Prosperity for Small & Medium-Sized Farms,National Research Initiative Competitive Grants Program
8/20/08,2005-37620-15830,2008-04351,Washington Animal Disease Diagnostic Laboratory Participation as a Core Laboratory in the National Animal Health Laboratory Network,WASHINGTON,WASHINGTON STATE UNIVERSITY,308000,Homeland Security,Emergency Supplemental
9/17/08,2008-48661-04797,2008-04385,"Operation: Military Kids - Ready, Set, Go! Project",WASHINGTON,WASHINGTON STATE UNIVERSITY,2878680,F4HN-Admin. Discretionary & Reim.-Research,Research Program Unit
9/29/08,2008-48686-04903,2008-04520,"Evaluating the Impacts of Conservation Practices on Watershed Health in a Salmon-Bearing Rangeland Watershed: Asotin Creek, Washington",WASHINGTON,WASHINGTON STATE UNIVERSITY,621000,Conservation Effects Assessment Project,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
9/26/08,2008-34327-19591,2008-04734,Aegilops cylindrica (Jointed Goatgrass),WASHINGTON,WASHINGTON STATE UNIVERSITY,243536,"Aegilops Cylindrica (Jointed Goatgrass), WA",Special Research Grants Program
9/25/08,2008-51180-04888,2008-04831,Project Planning for Specialty Crop Covers that Use Degradable Materials,WASHINGTON,WASHINGTON STATE UNIVERSITY,98181,Specialty Crop Research Initiative,Specialty Crop Research Initiative
9/29/08,2008-51180-19560,2008-04854,Enhancing biological control to stabilize western orchard IPM systems,WASHINGTON,WASHINGTON STATE UNIVERSITY,2244274,Specialty Crop Research Initiative,Specialty Crop Research Initiative
9/25/08,2008-51180-04880,2008-04858,Developing a Team to Address Optimizing the White Wine Quality Through Plant Nutrient Management,WASHINGTON,WASHINGTON STATE UNIVERSITY,79487,Specialty Crop Research Initiative,Specialty Crop Research Initiative
1/14/09,2009-10001-05110,2009-00437,Product Diversification Strategies for a New Generation of Biofuels/Bioproducts,WASHINGTON,WASHINGTON STATE UNIVERSITY,839909,Biomass R&D Initiative Awards Funded Prior to FY2009,Biomass Research and Development Initiative
5/21/09,2009-41520-05377,2009-00551,"Children, Youth and Families at Risk Liaison",WASHINGTON,WASHINGTON STATE UNIVERSITY,37500,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
5/19/09,2009-41520-05383,2009-00585,Creating Culturally Competent Programs for Families,WASHINGTON,WASHINGTON STATE UNIVERSITY,100000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
3/25/09,2009-41580-05326,2009-00617,Colville Reservation Extension Program,WASHINGTON,WASHINGTON STATE UNIVERSITY,104000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
6/22/09,2009-41534-05449,2009-00652,Extension IPM Coordination for Washington State,WASHINGTON,WASHINGTON STATE UNIVERSITY,139707,Extension Integrated Pest Management - Coordination,"Smith-Lever 3B, 3C, and 3D Programs"
9/15/09,2009-39300-20194,2009-00714,"Growing enterprises for Washington`s immigrant farmers: successful production, marketing and land tenure strategies",WASHINGTON,WASHINGTON STATE UNIVERSITY,300000,Outreach for Disadvantaged Farmers & Ranchers (OASDFR),"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
3/20/09,2008-51180-04880,2009-01267,Developing a Team to Address Optimizing the White Wine Quality Through Plant Nutrient Management,WASHINGTON,WASHINGTON STATE UNIVERSITY,-79487,Specialty Crop Research Initiative,Specialty Crop Research Initiative
6/16/09,2008-51180-04880,2009-01268,Developing a Team to Address Optimizing the White Wine Quality Through Plant Nutrient Management,WASHINGTON,WASHINGTON STATE UNIVERSITY,79487,Specialty Crop Research Initiative,Specialty Crop Research Initiative
3/27/09,2008-51180-04888,2009-01271,Project Planning for Specialty Crop Covers that Use Degradable Materials,WASHINGTON,WASHINGTON STATE UNIVERSITY,-98181,Specialty Crop Research Initiative,Specialty Crop Research Initiative
6/15/09,2008-51180-04888,2009-01272,Project Planning for Specialty Crop Covers that Use Degradable Materials,WASHINGTON,WASHINGTON STATE UNIVERSITY,98181,Specialty Crop Research Initiative,Specialty Crop Research Initiative
3/23/09,2008-51180-19560,2009-01273,Enhancing biological control to stabilize western orchard IPM systems,WASHINGTON,WASHINGTON STATE UNIVERSITY,-2244274,Specialty Crop Research Initiative,Specialty Crop Research Initiative
6/15/09,2008-51180-19560,2009-01274,Enhancing biological control to stabilize western orchard IPM systems,WASHINGTON,WASHINGTON STATE UNIVERSITY,2244274,Specialty Crop Research Initiative,Specialty Crop Research Initiative
8/14/09,2009-51300-05584,2009-01327,No-till organic vegetable production in western Washington: A Planning Proposal,WASHINGTON,WASHINGTON STATE UNIVERSITY,46794,Organic Agriculture Research & Extension Initiative,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
8/26/09,2009-51300-05598,2009-01383,Plant breeding and agronomic research for organic hop production systems,WASHINGTON,WASHINGTON STATE UNIVERSITY,410077,Organic Agriculture Research & Extension Initiative,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
8/6/09,2009-51300-05578,2009-01416,Sustainable Dryland Organic Farming Systems in the Pacific Northwest,WASHINGTON,WASHINGTON STATE UNIVERSITY,1040210,Organic Agriculture Research & Extension Initiative,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
12/17/09,2010-65119-20456,2009-01795,Immune regulation of memory CD4+ T lymphocytes during intracellular bacterial infection,WASHINGTON,WASHINGTON STATE UNIVERSITY,375000,Animal Health and Well-Being: Animal Health,Agriculture and Food Research Initiative
7/27/09,2009-34103-19910,2009-02031,Assessing the Ability to Increase the Capacity for Spinach Seed Production in the U.S. by Developing Soils Suppressive to Fusarium Wilt,WASHINGTON,WASHINGTON STATE UNIVERSITY,99482,Integrated Pest Management - West Region,Regional Integrated Pest Management
9/10/09,2009-65104-05737,2009-02070,Origin and spread of the northern fowl mite: a landscape genetics approach,WASHINGTON,WASHINGTON STATE UNIVERSITY,255952,Arthropod and Nematode Biology and Management: Organismal and Population Biology ,Agriculture and Food Research Initiative
9/30/09,2009-51181-05897,2009-02484,Biodegradable Mulches for Specialty Crops Produced Under Protective Covers,WASHINGTON,WASHINGTON STATE UNIVERSITY,1999002,Specialty Crop Research Initiative,Specialty Crop Research Initiative
9/30/09,2009-51181-05790,2009-02486,Agronomic and Biochemical Impacts of Biotic and Abiotic Stress on Pacific Northwest Flavor Crops,WASHINGTON,WASHINGTON STATE UNIVERSITY,1821721,Specialty Crop Research Initiative,Specialty Crop Research Initiative
9/27/09,2009-51181-06082,2009-02487,Development of a Smart Targeted Spray Application Technology Roadmap for Specialty Crops,WASHINGTON,WASHINGTON STATE UNIVERSITY,46146,Specialty Crop Research Initiative,Specialty Crop Research Initiative
